dataset,split,cp_r2,cp_rmse
Dihydrofolate,SCAF_06,0.028359563473650984,1.0186394937518966
Dihydrofolate,SCAF_07,0.03098116486946878,1.0432332357126572
Dihydrofolate,SCAF_08,0.2618508356811746,0.9526657726831846
Dihydrofolate,SCAF_09,0.045990744445036036,1.1223169558330974
Dopamine,RND_00,0.3954003567703196,0.8183325149294972
Dopamine,RND_01,0.39440461570296903,0.8479551701323463
Dopamine,RND_02,0.3532143674634127,0.802307725573309
Dopamine,RND_03,0.3746304784307939,0.8662125817879741
Dopamine,RND_04,0.38517389512867406,0.8253610188820336
Dopamine,RND_05,0.30766829609840074,0.8226276206948907
Dopamine,RND_06,0.4833368221327409,0.7927727438169588
Dopamine,RND_07,0.3454270634495623,0.841525790882334
Dopamine,RND_08,0.1557727678375035,0.9738333798680752
Dopamine,RND_09,0.4476504603757595,0.8018627477924557
Dopamine,SCAF_00,0.2421444916657759,0.837253246935752
Dopamine,SCAF_01,-0.06480733495587021,0.9714972443103974
Dopamine,SCAF_02,0.10354992199424495,1.0167507838964007
Dopamine,SCAF_03,0.20173046966170316,0.8741211162198066
Dopamine,SCAF_04,0.1951967897929323,0.865035298248654
Dopamine,SCAF_05,-0.06079109848810038,0.9386056841226676
Dopamine,SCAF_06,0.10767569663163568,0.901494425071782
Dopamine,SCAF_07,0.050926403011433474,0.9258421075914871
Dopamine,SCAF_08,0.16209618038907025,0.9675347400636961
Dopamine,SCAF_09,0.15619728293657797,0.8445954300838912
Ephrin,RND_00,0.6112074332325255,0.6740889766840855
Ephrin,RND_01,0.5531458400501073,0.7309328810756052
Ephrin,RND_02,0.6373765936046748,0.6567813717413831
Ephrin,RND_03,0.5963062816558384,0.6868925906768418
Ephrin,RND_04,0.5750061856463196,0.736532197692394
Ephrin,RND_05,0.6235065334441825,0.6422876413621961
Ephrin,RND_06,0.653119377807077,0.6260836687483825
Ephrin,RND_07,0.622514288864884,0.6966089881211486
Ephrin,RND_08,0.6101042917755519,0.67995744484478
Ephrin,RND_09,0.656739147737069,0.6374152062215604
Ephrin,SCAF_00,0.28650261215274675,0.8800216998309558
Ephrin,SCAF_01,0.5572611336108722,0.8173828183817512
Ephrin,SCAF_02,0.5002429909589254,0.8195022178700824
Ephrin,SCAF_03,0.11628775722416562,1.0092042564189794
Ephrin,SCAF_04,0.3163613729232789,0.8415798624063681
Ephrin,SCAF_05,0.4143481840105545,0.8226428565014644
Ephrin,SCAF_06,0.4918263361712737,0.7106562107870555
Ephrin,SCAF_07,0.3987323619322731,0.8660933203546516
Ephrin,SCAF_08,0.5392102025545991,0.7820883400697418
Ephrin,SCAF_09,0.41696997024632887,0.8418982590663547
Estrogen,RND_00,0.81274063842891,0.6140083645912896
Estrogen,RND_01,0.777303022121288,0.6411520735328043
Estrogen,RND_02,0.7635864841310032,0.6727517301867818
Estrogen,RND_03,0.7771952634286936,0.6273518300931327
Estrogen,RND_04,0.7808185402036847,0.6389386690764132
Estrogen,RND_05,0.7919273042341729,0.6268534177326195
Estrogen,RND_06,0.794319193801305,0.596121453335269
Estrogen,RND_07,0.7869947626876818,0.6313668765888896
Estrogen,RND_08,0.8077793429332225,0.6030179363251632
Estrogen,RND_09,0.8107142252792345,0.5839295206039883
Estrogen,SCAF_00,0.691384053572009,0.6808287941872987
Estrogen,SCAF_01,0.7332169259366594,0.6926587918310082
Estrogen,SCAF_02,0.7189930474695647,0.7534035588886018
Estrogen,SCAF_03,0.7735993492563429,0.7049340053452066
Estrogen,SCAF_04,0.725796460623694,0.6883207143783062
Estrogen,SCAF_05,0.7875932409368815,0.6680256506977253
Estrogen,SCAF_06,0.7355449911171432,0.7137186747771783
Estrogen,SCAF_07,0.6952996858911602,0.72286640539795
Estrogen,SCAF_08,0.6185001193827739,0.7853676512416669
Estrogen,SCAF_09,0.570858710282768,0.8432243879919631
Glucocorticoid,RND_00,0.5729626951244031,0.6153402515271063
Glucocorticoid,RND_01,0.6881007564856718,0.5609964856538887
Glucocorticoid,RND_02,0.5425344560822463,0.6518079314656233
Glucocorticoid,RND_03,0.5531007225189057,0.6383249204863651
Glucocorticoid,RND_04,0.645193716790101,0.586860399766692
Glucocorticoid,RND_05,0.6484356611953794,0.5518977185343398
Glucocorticoid,RND_06,0.5762149310752759,0.6603187957191319
Glucocorticoid,RND_07,0.6541572550158352,0.5923653573676347
Glucocorticoid,RND_08,0.6960915329657396,0.5666219227230709
Glucocorticoid,RND_09,0.682579501515961,0.5829848930449274
Glucocorticoid,SCAF_00,0.5868657608868627,0.6542665219448047
Glucocorticoid,SCAF_01,0.484759861183514,0.6986517838802496
Glucocorticoid,SCAF_02,0.4369759072291233,0.7863820923172821
Glucocorticoid,SCAF_03,0.516800217012141,0.7396129268892219
Glucocorticoid,SCAF_04,0.4561999036161457,0.7399403863382398
Glucocorticoid,SCAF_05,0.5412077882235629,0.7483106688719524
Glucocorticoid,SCAF_06,0.5110625126244451,0.62602961303717
Glucocorticoid,SCAF_07,0.4347274686525787,0.7018417926568711
Glucocorticoid,SCAF_08,0.4159177678867487,0.801627732486678
Glucocorticoid,SCAF_09,0.4793594019796368,0.6896044772330054
Glycogen,RND_00,0.5186422982446697,0.7989605594001832
Glycogen,RND_01,0.5340150352602807,0.7598395444651425
Glycogen,RND_02,0.5901263546310955,0.7260035803200809
Glycogen,RND_03,0.5600144400118295,0.7639595432616323
Glycogen,RND_04,0.5561831905374803,0.7435029522627833
Glycogen,RND_05,0.5721608122462243,0.732858876225597
Glycogen,RND_06,0.5670495158776894,0.7679319102642965
Glycogen,RND_07,0.5397847478213195,0.7687429483284487
Glycogen,RND_08,0.5554278748416168,0.7617749574034969
Glycogen,RND_09,0.4816382815621585,0.7907801200766672
Glycogen,SCAF_00,0.3905701956857216,0.9234141338750251
Glycogen,SCAF_01,0.17731443606935415,1.0601824615612492
Glycogen,SCAF_02,0.26833331321327303,0.9229688717342114
Glycogen,SCAF_03,0.4212242649315129,0.8643307758094517
Glycogen,SCAF_04,0.2068635890950219,1.0357611402478084
Glycogen,SCAF_05,0.36789193836262823,0.889625166066746
Glycogen,SCAF_06,0.2653069059589591,0.9267199847515414
Glycogen,SCAF_07,0.3698932761891025,0.8298153098007316
Glycogen,SCAF_08,0.2502945079059845,0.9986528101041992
Glycogen,SCAF_09,0.27872907229657984,0.8692792390982189
HERG,RND_00,0.6408138314193048,0.5391970986341073
HERG,RND_01,0.675338546957144,0.5197547579616202
HERG,RND_02,0.6243219563412812,0.5559167177611889
HERG,RND_03,0.609395797557688,0.5443883705812715
HERG,RND_04,0.6041005028306554,0.5591121785570293
HERG,RND_05,0.6318586988862318,0.5361049878717432
HERG,RND_06,0.6089192068525621,0.5550312159732169
HERG,RND_07,0.6036408318700155,0.5428024040256734
HERG,RND_08,0.6466469187184086,0.5149084547419911
HERG,RND_09,0.6446713346244439,0.554956926524037
HERG,SCAF_00,0.4186225345366461,0.5940122086879386
HERG,SCAF_01,0.5391205115450963,0.6544079844213531
HERG,SCAF_02,0.47062452724291204,0.7083369072576617
HERG,SCAF_03,0.5354487328970657,0.6256198386875245
HERG,SCAF_04,0.5065866385483726,0.5993662059758585
HERG,SCAF_05,0.4136350067760234,0.6191220007523468
HERG,SCAF_06,0.48333204931768836,0.6684500418225996
HERG,SCAF_07,0.4839735782294895,0.6132931252831297
HERG,SCAF_08,0.4955055073546517,0.5702418123741589
HERG,SCAF_09,0.46181333635063015,0.6620211253748318
JAK2,RND_00,0.6802799745500765,0.6782985219220321
JAK2,RND_01,0.5921630601062677,0.72309453541242
JAK2,RND_02,0.6372012245521648,0.6814898335973142
JAK2,RND_03,0.6055995482469657,0.7252522658990549
JAK2,RND_04,0.6485187208275327,0.7050285157585114
JAK2,RND_05,0.6284972230632218,0.7364861866342365
JAK2,RND_06,0.6946844792705131,0.6544552937721342
JAK2,RND_07,0.6553433719913297,0.7017740811811582
JAK2,RND_08,0.7035216263765559,0.6645022542567238
JAK2,RND_09,0.636577214999454,0.6686785334904477
JAK2,SCAF_00,0.6173424615066684,0.8042804292467994
JAK2,SCAF_01,0.5410921322795764,0.7931243209810764
JAK2,SCAF_02,0.5642992235416173,0.6590988229323482
JAK2,SCAF_03,0.48274052355869645,0.7858219766592324
JAK2,SCAF_04,0.6126930366727537,0.7225088442217437
JAK2,SCAF_05,0.5544442978053106,0.7632977002332701
JAK2,SCAF_06,0.5122302131038383,0.7229946906206406
JAK2,SCAF_07,0.4919760520371804,0.8193380743536252
JAK2,SCAF_08,0.6091587612828009,0.6999225913464823
JAK2,SCAF_09,0.5997971693115541,0.7360334713746333
LCK,RND_00,0.6167815423669882,0.7833747792900017
LCK,RND_01,0.5599974138593572,0.817642992169473
LCK,RND_02,0.5454142817749442,0.8357380523860727
LCK,RND_03,0.5101528916556477,0.8849414831481076
LCK,RND_04,0.5452737437907622,0.8431011269349977
LCK,RND_05,0.5746077232760742,0.8381526361057291
LCK,RND_06,0.5540926514448166,0.8501112431582759
LCK,RND_07,0.6009822818888866,0.8051787719217337
LCK,RND_08,0.5261454329241884,0.9096734219697932
LCK,RND_09,0.6231423910790435,0.798163958517068
LCK,SCAF_00,0.42580097685163965,0.9647650249906214
LCK,SCAF_01,0.169192809604518,1.019969068548211
LCK,SCAF_02,0.4329608054906011,0.95712130368632
LCK,SCAF_03,0.4177964276124291,0.9385281025448169
LCK,SCAF_04,0.4705870664125995,1.0494085813243095
LCK,SCAF_05,0.33200918217260666,0.9252797847967715
LCK,SCAF_06,0.4185304573811315,0.9141829875504892
LCK,SCAF_07,0.3098914658838504,0.9886515636841362
LCK,SCAF_08,0.5195037731077534,0.8498400681360293
LCK,SCAF_09,0.1305136255650151,0.9739518216882814
Monoamine,RND_00,0.5863931380203681,0.6651383003271851
Monoamine,RND_01,0.6271021804288577,0.6520971333894687
Monoamine,RND_02,0.5886042434150817,0.6553454111633191
Monoamine,RND_03,0.6256349305469748,0.605770084769869
Monoamine,RND_04,0.6123600408228298,0.6078271898968637
Monoamine,RND_05,0.6380516902892548,0.635654674260389
Monoamine,RND_06,0.581255534646397,0.6859091562436311
Monoamine,RND_07,0.6378635146247313,0.6855236833536713
Monoamine,RND_08,0.6341201414687119,0.6429058476334389
Monoamine,RND_09,0.5683658130471014,0.719473883492464
Monoamine,SCAF_00,0.33493903915362166,0.8314482365922182
Monoamine,SCAF_01,0.3227655450854666,0.8850852237377291
Monoamine,SCAF_02,0.4054864906621787,0.8353827968045142
Monoamine,SCAF_03,0.5929156221869536,0.6705430944817733
Monoamine,SCAF_04,0.12116583217446208,0.8614854640815474
Monoamine,SCAF_05,0.3464487621683854,0.7813079133688503
Monoamine,SCAF_06,0.3848846177990398,0.8067246576649959
Monoamine,SCAF_07,0.3133195107593213,0.6969299106922955
Monoamine,SCAF_08,0.2866954250155107,0.8990970795021384
Monoamine,SCAF_09,0.24964678471274182,0.9035895780450369
Vanilloid,RND_00,0.4801459089697967,0.7406384184369929
Vanilloid,RND_01,0.5671969756746837,0.6866776808408079
Vanilloid,RND_02,0.5429783300645625,0.6926540540244757
Vanilloid,RND_03,0.4835957313159228,0.7477048090061744
Vanilloid,RND_04,0.5299181622404379,0.7126870231887042
Vanilloid,RND_05,0.581429867835529,0.6570337914558068
Vanilloid,RND_06,0.5371755922037682,0.6929103954485413
Vanilloid,RND_07,0.5402535860118497,0.697505256567295
Vanilloid,RND_08,0.46859292873447733,0.6977773695103273
Vanilloid,RND_09,0.46608415638694967,0.7053914201943824
Vanilloid,SCAF_00,0.3959809772139091,0.7390877797734472
Vanilloid,SCAF_01,0.20788468609964994,0.8143424531533469
Vanilloid,SCAF_02,0.42216898413973214,0.7789731413524946
Vanilloid,SCAF_03,0.3790416854916997,0.7738727112460221
Vanilloid,SCAF_04,0.3066751773911238,0.870862225121843
Vanilloid,SCAF_05,0.3992048789542604,0.7666003919445025
Vanilloid,SCAF_06,0.06398344730094463,0.8146905320381973
Vanilloid,SCAF_07,0.29914439805111015,0.7722549269334007
Vanilloid,SCAF_08,0.1889682521049404,0.7830896352712423
Vanilloid,SCAF_09,0.27568271982051473,0.7325488469839457
erbB1,RND_00,0.7142940711986222,0.7287980603604503
erbB1,RND_01,0.6858225062118803,0.7553591254331966
erbB1,RND_02,0.7269917814557254,0.7304101286414156
erbB1,RND_03,0.7333475486812174,0.7162157712183196
erbB1,RND_04,0.7134720348180863,0.743030224968523
erbB1,RND_05,0.7093018433356355,0.739626038623001
erbB1,RND_06,0.7284123503736191,0.731675087290155
erbB1,RND_07,0.7117302253162558,0.7277854476841513
erbB1,RND_08,0.6824213807759021,0.7649168017151691
erbB1,RND_09,0.7317829398226177,0.7100684811715933
erbB1,SCAF_00,0.616384709537946,0.8529996188087916
erbB1,SCAF_01,0.5056857266329652,0.9596150334146044
erbB1,SCAF_02,0.5295754555682899,0.9153122283090844
erbB1,SCAF_03,0.5746770928349694,0.9243888046527996
erbB1,SCAF_04,0.5295707170769077,0.8969883887908678
erbB1,SCAF_05,0.5725537112110455,0.9039331194846693
erbB1,SCAF_06,0.542020273996179,0.9188644377619628
erbB1,SCAF_07,0.5516642420483928,0.9384380359023144
erbB1,SCAF_08,0.561301079977163,0.9234359068043532
erbB1,SCAF_09,0.6586372441079156,0.8383864323167531
opioid,RND_00,0.6761595619769458,0.6850088189788374
opioid,RND_01,0.5936529318115591,0.7704724801971365
opioid,RND_02,0.696670323508007,0.7184548043165888
opioid,RND_03,0.6593241753249965,0.6394558952166453
opioid,RND_04,0.6445625896509589,0.7420393925356136
opioid,RND_05,0.5937993221816766,0.7301423011542083
opioid,RND_06,0.7185948161004156,0.6476672940010598
opioid,RND_07,0.6067564575317708,0.7644777933279994
opioid,RND_08,0.670479046175814,0.6975643962462462
opioid,RND_09,0.6720379029139951,0.7105580747235535
opioid,SCAF_00,0.654740996893968,0.7151394231093446
opioid,SCAF_01,0.6273420523579217,0.7054161033249527
opioid,SCAF_02,0.5352528088174962,0.8100745059265725
opioid,SCAF_03,0.4882532737915669,0.8520495744823237
opioid,SCAF_04,0.5864077763287133,0.7696819473333207
opioid,SCAF_05,0.550631022717411,0.7475754165574268
opioid,SCAF_06,0.6610836096038801,0.7254941721147287
opioid,SCAF_07,0.6473012766777876,0.7538645488985146
opioid,SCAF_08,0.5441840514997109,0.8791377338607002
opioid,SCAF_09,0.43935780261733204,0.8753364188055099
